last_name,first_name,player_id,year,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,FIELD16
Gomez, Carlos,460576,2018,0.213,0.346,0.285,0.293,0.304,0.133,0.324,0.338,87.1,19.8,5,
Kemp, Matt,461314,2018,0.273,0.522,0.348,0.359,0.326,0.248,0.427,0.446,89.6,15.8,11,
Andrus, Elvis,462101,2018,0.239,0.348,0.296,0.285,0.294,0.109,0.318,0.304,87.2,8.7,4.2,
Cervelli, Francisco,465041,2018,0.236,0.413,0.355,0.346,0.362,0.176,0.385,0.371,88.8,16.3,8.3,
Cabrera, Melky,466320,2018,0.292,0.383,0.326,0.33,0.352,0.092,0.344,0.349,90.7,9.1,2.3,
Sandoval, Pablo,467055,2018,0.235,0.387,0.312,0.303,0.301,0.152,0.362,0.351,89.6,9.7,5,
Ramos, Wilson,467092,2018,0.26,0.44,0.361,0.328,0.317,0.18,0.424,0.379,91.3,4.5,7.2,
Santana, Carlos,467793,2018,0.245,0.418,0.333,0.347,0.368,0.174,0.32,0.339,88.9,15.4,6.9,
Parra, Gerardo,467827,2018,0.261,0.37,0.313,0.306,0.323,0.109,0.345,0.336,86.8,9.2,2.7,
Gonzalez, Carlos,471865,2018,0.245,0.389,0.338,0.301,0.301,0.144,0.412,0.359,89.7,9,6.2,
Valbuena, Luis,472528,2018,0.188,0.352,0.253,0.258,0.245,0.164,0.359,0.369,89.7,18.2,10.1,
Mercer, Jordy,474568,2018,0.264,0.386,0.296,0.31,0.328,0.122,0.342,0.362,87.6,13.1,4.8,
Belt, Brandon,474832,2018,0.254,0.478,0.327,0.351,0.343,0.224,0.384,0.422,87,23.3,10.5,
Alonso, Yonder,475174,2018,0.253,0.441,0.319,0.331,0.322,0.188,0.369,0.388,87.8,15.7,9.8,
Smoak, Justin,475253,2018,0.224,0.434,0.349,0.337,0.336,0.211,0.422,0.402,89.5,15,10.8,
Zimmerman, Ryan,475582,2018,0.267,0.507,0.351,0.37,0.345,0.239,0.387,0.412,92.6,7.1,13.6,
Lowrie, Jed,476704,2018,0.246,0.408,0.347,0.327,0.335,0.162,0.384,0.354,89.2,17.4,5.3,
Avila, Alex,488671,2018,0.19,0.38,0.273,0.31,0.32,0.19,0.362,0.443,89.7,8.6,12.3,
Brantley Jr., Michael,488726,2018,0.306,0.452,0.359,0.357,0.365,0.147,0.366,0.364,90.2,9.5,3.5,
Morrison, Logan,489149,2018,0.238,0.466,0.283,0.343,0.325,0.228,0.309,0.401,88.7,20.5,10.9,
Hernandez, Gorkys,491676,2018,0.239,0.398,0.292,0.301,0.292,0.159,0.36,0.374,87.5,12.6,7.5,
Gurriel, Yuli,493329,2018,0.258,0.36,0.323,0.29,0.296,0.102,0.343,0.304,89.3,11.5,1.9,
Rodriguez, Ronny,500135,2018,0.217,0.324,0.257,0.259,0.256,0.108,0.3,0.303,86,13.1,3.2,
Solarte, Yangervis,500208,2018,0.251,0.387,0.284,0.301,0.3,0.137,0.301,0.323,87.1,14.1,4.5,
Rojas, Miguel,500743,2018,0.264,0.351,0.281,0.293,0.309,0.087,0.296,0.311,84.7,9.3,0.9,
Escobar, Eduardo,500871,2018,0.247,0.43,0.346,0.323,0.316,0.183,0.406,0.374,86.5,18.9,8.3,
Martinez, Jose,500874,2018,0.301,0.512,0.356,0.378,0.362,0.211,0.402,0.432,91,8.1,9.4,
Adrianza, Ehire,501303,2018,0.235,0.355,0.294,0.281,0.289,0.119,0.353,0.336,86.6,16.4,5,
Freese, David,501896,2018,0.282,0.479,0.357,0.359,0.35,0.197,0.434,0.438,90.3,7.3,9,
Davis, Khris,501981,2018,0.247,0.566,0.365,0.376,0.329,0.318,0.469,0.486,92.5,18.1,17.2,
Pham, Tommy,502054,2018,0.283,0.498,0.359,0.376,0.373,0.215,0.433,0.461,93,6.6,10.1,
Martinez, J.D.,502110,2018,0.307,0.619,0.427,0.418,0.383,0.312,0.535,0.52,93,10.8,16,
Valencia, Danny,502143,2018,0.281,0.458,0.31,0.346,0.339,0.176,0.352,0.402,90.7,9.2,7.7,
Reddick, Josh,502210,2018,0.237,0.36,0.311,0.298,0.314,0.123,0.33,0.312,85.6,18.2,3.9,
Dyson, Jarrod,502481,2018,0.232,0.308,0.244,0.286,0.323,0.077,0.228,0.284,85.3,11,1.7,
Murphy, Daniel,502517,2018,0.304,0.455,0.338,0.343,0.342,0.151,0.363,0.369,87.6,16.2,4.8,
Goldschmidt, Paul,502671,2018,0.271,0.533,0.39,0.384,0.373,0.262,0.49,0.48,90.8,15.7,13.6,
Gonzalez, Marwin,503556,2018,0.243,0.413,0.318,0.321,0.322,0.17,0.373,0.379,89.1,11.3,6.8,
Leon, Sandy,506702,2018,0.184,0.282,0.227,0.233,0.238,0.098,0.27,0.279,84.7,17,4.6,
Altuve, Jose,514888,2018,0.288,0.449,0.363,0.352,0.36,0.162,0.385,0.37,87.2,10.1,5.9,
Hernandez, Cesar,514917,2018,0.242,0.352,0.32,0.316,0.35,0.11,0.352,0.346,85.8,11.5,4.2,
Segura, Jean,516416,2018,0.273,0.393,0.327,0.31,0.313,0.12,0.346,0.326,87.7,7.8,3.6,
Castro, Starlin,516770,2018,0.257,0.402,0.315,0.311,0.311,0.145,0.362,0.357,88.5,8.4,6.9,
Marte, Starling,516782,2018,0.266,0.456,0.337,0.335,0.319,0.19,0.385,0.384,88.4,8.9,7.5,
Pirela, Jose,517369,2018,0.254,0.344,0.283,0.292,0.307,0.091,0.318,0.33,89,4.7,3.4,
Culberson, Charlie,518586,2018,0.218,0.337,0.335,0.268,0.279,0.119,0.435,0.337,85.2,8.5,5.2,
Descalso, Daniel,518614,2018,0.229,0.394,0.341,0.332,0.351,0.165,0.402,0.388,89,19.1,10.2,
Dietrich, Derek,518618,2018,0.237,0.382,0.326,0.303,0.306,0.145,0.403,0.367,87.4,15.8,6.1,
Donaldson, Josh,518626,2018,0.231,0.417,0.345,0.331,0.34,0.186,0.409,0.387,90.2,11.6,10.4,
Freeman, Freddie,518692,2018,0.298,0.533,0.378,0.388,0.381,0.235,0.434,0.448,89.1,14.5,9.3,
Grandal, Yasmani,518735,2018,0.222,0.438,0.352,0.337,0.335,0.216,0.41,0.387,88.9,14.1,11.6,
Heyward, Jason,518792,2018,0.266,0.387,0.319,0.319,0.331,0.121,0.328,0.327,88.3,9.6,2.9,
LeMahieu, DJ,518934,2018,0.277,0.42,0.322,0.326,0.324,0.144,0.349,0.354,91.3,5.9,5.2,
Lucroy, Jonathan,518960,2018,0.249,0.349,0.271,0.289,0.302,0.1,0.284,0.306,86.9,13.5,2.2,
Mesoraco, Devin,519023,2018,0.211,0.37,0.302,0.29,0.294,0.158,0.331,0.314,86.6,20.6,6.2,
Moreland, Mitch,519048,2018,0.249,0.481,0.325,0.353,0.334,0.232,0.377,0.419,91,11.5,12.1,
Moustakas, Mike,519058,2018,0.257,0.461,0.329,0.336,0.321,0.204,0.361,0.37,89.5,19.9,8.8,
Rizzo, Anthony,519203,2018,0.291,0.47,0.359,0.367,0.386,0.179,0.365,0.377,90.1,14.7,6.5,
Romine, Austin,519222,2018,0.229,0.367,0.307,0.285,0.283,0.138,0.381,0.35,88.6,9.6,5,
Souza Jr., Steven,519306,2018,0.233,0.388,0.299,0.314,0.32,0.155,0.361,0.385,88.7,16.2,7.8,
Stanton, Giancarlo,519317,2018,0.241,0.477,0.36,0.345,0.325,0.236,0.484,0.46,93.7,11.7,15.1,
Thames, Eric,519346,2018,0.208,0.445,0.33,0.315,0.296,0.237,0.478,0.452,91,19.3,16.7,
Galvis, Freddy,520471,2018,0.218,0.341,0.294,0.273,0.276,0.123,0.349,0.321,88.6,13.7,3.9,
Perez, Salvador,521692,2018,0.259,0.481,0.304,0.336,0.299,0.221,0.356,0.399,91.3,18,10.8,
Forsythe, Logan,523253,2018,0.219,0.302,0.274,0.274,0.301,0.084,0.29,0.291,87.3,10.4,1,
Flores, Wilmer,527038,2018,0.251,0.364,0.316,0.297,0.308,0.113,0.319,0.295,86.4,17.4,2.8,
Marte, Jefry,527043,2018,0.234,0.352,0.281,0.285,0.289,0.118,0.316,0.322,88.2,6.1,4.6,
Garcia, Avisail,541645,2018,0.248,0.467,0.304,0.328,0.297,0.219,0.391,0.427,90.3,9.6,11.6,
Perez, Hernan,541650,2018,0.239,0.371,0.292,0.285,0.279,0.132,0.35,0.341,87.9,11.5,4.9,
Inciarte, Ender,542255,2018,0.254,0.341,0.308,0.296,0.318,0.087,0.32,0.303,84.9,10.9,1.5,
Ozuna, Marcell,542303,2018,0.285,0.497,0.327,0.358,0.332,0.213,0.372,0.413,91.5,10.8,9.7,
Villar, Jonathan,542340,2018,0.223,0.351,0.312,0.288,0.293,0.128,0.389,0.352,88.5,3.2,5.1,
Aguilar, Jesus,542583,2018,0.253,0.488,0.374,0.356,0.338,0.235,0.469,0.44,89.8,16.2,11.4,
Beckham, Tim,542921,2018,0.233,0.373,0.288,0.294,0.291,0.14,0.35,0.359,87.1,9.8,5.9,
Crawford, Brandon,543063,2018,0.251,0.376,0.306,0.305,0.326,0.125,0.354,0.353,87.5,11.3,3.6,
Cron, C.J.,543068,2018,0.247,0.483,0.347,0.345,0.319,0.236,0.436,0.433,88,15.2,12.2,
Gomes, Yan,543228,2018,0.248,0.45,0.326,0.322,0.298,0.203,0.425,0.422,88.9,18.7,8.4,
Grossman, Robbie,543257,2018,0.246,0.35,0.333,0.316,0.348,0.103,0.35,0.326,87.1,15.1,2.2,
Harrison, Josh,543281,2018,0.227,0.357,0.285,0.276,0.273,0.13,0.321,0.31,85.9,15.7,3.9,
Hicks, Aaron,543305,2018,0.262,0.465,0.36,0.372,0.382,0.204,0.385,0.404,89.7,13.2,8.8,
Hicks, John,543308,2018,0.222,0.367,0.311,0.282,0.276,0.145,0.397,0.355,87.9,14.6,5.8,
Hosmer, Eric,543333,2018,0.239,0.374,0.309,0.302,0.312,0.135,0.36,0.35,88.7,-1.5,5.9,
Joseph, Caleb,543376,2018,0.223,0.311,0.251,0.253,0.259,0.088,0.308,0.311,85.1,13,1.5,
Kipnis, Jason,543401,2018,0.237,0.394,0.308,0.318,0.324,0.157,0.33,0.345,86.9,17.8,6.6,
Mahtook, Mikie,543484,2018,0.217,0.352,0.276,0.286,0.291,0.136,0.33,0.346,87.9,12.4,6.3,
McCann, James,543510,2018,0.235,0.365,0.256,0.288,0.284,0.13,0.312,0.358,87.8,16.2,5.1,
Miller, Brad,543543,2018,0.226,0.422,0.312,0.31,0.294,0.195,0.429,0.428,91.1,11.2,10.7,
Rendon, Anthony,543685,2018,0.302,0.538,0.383,0.384,0.369,0.237,0.414,0.417,90.7,17.9,10.3,
Semien, Marcus,543760,2018,0.245,0.38,0.307,0.305,0.311,0.135,0.341,0.337,86.8,15.5,4.5,
Shaw, Travis,543768,2018,0.242,0.46,0.351,0.35,0.348,0.218,0.381,0.379,88.9,16.9,10.3,
Springer III, George,543807,2018,0.253,0.459,0.34,0.346,0.336,0.206,0.38,0.389,88.6,9.5,8.9,
Strange-Gordon, Dee,543829,2018,0.265,0.325,0.277,0.272,0.287,0.06,0.307,0.302,83.2,5.8,0.2,
Vazquez, Christian,543877,2018,0.246,0.339,0.24,0.281,0.294,0.093,0.252,0.304,87.4,13,1.9,
Wong, Kolten,543939,2018,0.23,0.337,0.314,0.295,0.318,0.107,0.324,0.298,87.6,9.1,3.3,
Gregorius, Didi,544369,2018,0.257,0.398,0.35,0.318,0.327,0.14,0.364,0.323,87,16,4.7,
Garcia, Leury,544725,2018,0.257,0.352,0.295,0.282,0.29,0.095,0.377,0.36,88,6.8,2.6,
Grichuk, Randal,545341,2018,0.242,0.484,0.34,0.337,0.3,0.241,0.435,0.431,90.7,18.7,14.4,
Marisnick, Jake,545350,2018,0.194,0.354,0.29,0.269,0.26,0.161,0.421,0.386,86.7,19.5,8.4,
Stassi, Max,545358,2018,0.202,0.392,0.313,0.303,0.294,0.19,0.394,0.379,89.9,5.8,8.8,
Trout, Mike,545361,2018,0.294,0.602,0.447,0.434,0.446,0.308,0.529,0.509,91.2,18.6,16.5,
Herrera, Odubel,546318,2018,0.231,0.357,0.315,0.286,0.289,0.127,0.367,0.328,86.7,13.2,4.9,
Almora Jr., Albert,546991,2018,0.247,0.32,0.305,0.275,0.29,0.074,0.346,0.308,86.6,8.3,1.4,
Delmonico, Nicky,547170,2018,0.216,0.348,0.292,0.286,0.297,0.132,0.343,0.334,86.8,14.6,5.9,
Wolters, Tony,547172,2018,0.196,0.269,0.261,0.273,0.316,0.073,0.232,0.249,85,4.9,3.3,
Harper, Bryce,547180,2018,0.263,0.518,0.376,0.391,0.406,0.256,0.441,0.469,91,14.4,11.5,
Perez, Roberto,547379,2018,0.187,0.306,0.236,0.264,0.277,0.119,0.295,0.351,90.8,8.3,5.9,
Martin, Leonys,547982,2018,0.266,0.485,0.323,0.357,0.337,0.219,0.377,0.427,89.1,18.3,10.7,
Abreu, Jose,547989,2018,0.277,0.493,0.337,0.356,0.341,0.216,0.392,0.419,91.3,12.2,9.1,
Diaz, Elias,553869,2018,0.282,0.44,0.34,0.341,0.34,0.158,0.369,0.37,89.6,10.4,6.5,
Narvaez, Omar,553882,2018,0.255,0.371,0.348,0.321,0.349,0.116,0.39,0.351,85.6,12.9,2.8,
Machado, Dixon,553988,2018,0.237,0.34,0.244,0.28,0.293,0.103,0.261,0.307,85.7,11,3.4,
Suarez, Eugenio,553993,2018,0.275,0.515,0.376,0.373,0.362,0.24,0.46,0.455,91.2,14.8,9.7,
Polanco, Gregory,570256,2018,0.244,0.444,0.353,0.338,0.335,0.2,0.414,0.392,88.9,20.1,9.4,
Santana, Domingo,570267,2018,0.223,0.378,0.319,0.297,0.294,0.156,0.444,0.407,89.1,11.7,10.2,
Sanchez, Carlos,570560,2018,0.235,0.344,0.297,0.289,0.301,0.109,0.336,0.326,86.7,9.3,3,
Schoop, Jonathan,570731,2018,0.225,0.352,0.29,0.267,0.26,0.127,0.358,0.327,86.4,11.5,5,
Villanueva, Christian,570799,2018,0.222,0.399,0.323,0.3,0.287,0.177,0.409,0.377,86.7,20.8,9.7,
Adams, Matt,571431,2018,0.24,0.463,0.334,0.33,0.31,0.223,0.395,0.39,88.7,19,10.3,
Altherr, Aaron,571437,2018,0.214,0.382,0.282,0.317,0.324,0.169,0.342,0.407,90.4,10.2,9.7,
Arenado, Nolan,571448,2018,0.267,0.48,0.391,0.354,0.35,0.213,0.449,0.399,89.8,15.3,7.2,
Barnhart, Tucker,571466,2018,0.239,0.351,0.307,0.301,0.321,0.112,0.331,0.322,87.1,12.4,3.5,
Bour, Justin,571506,2018,0.223,0.405,0.324,0.325,0.339,0.182,0.374,0.376,88.9,9.9,10.3,
Davidson, Matt,571602,2018,0.22,0.419,0.321,0.322,0.313,0.199,0.436,0.437,90,13.8,12.1,
Gennett, Scooter,571697,2018,0.257,0.403,0.362,0.311,0.311,0.146,0.428,0.36,87.3,14,5.8,
Hamilton, Billy,571740,2018,0.222,0.266,0.277,0.256,0.29,0.044,0.323,0.293,80.5,15.3,0.5,
Haniger, Mitch,571745,2018,0.277,0.498,0.367,0.37,0.362,0.221,0.431,0.436,90.2,12.7,10.3,
Hernandez, Enrique,571771,2018,0.251,0.432,0.342,0.333,0.335,0.181,0.374,0.362,89.1,16.5,7.2,
Holt, Brock,571788,2018,0.267,0.389,0.338,0.33,0.355,0.122,0.377,0.366,87.9,6.8,3.6,
Lamb, Jake,571875,2018,0.229,0.375,0.29,0.31,0.317,0.145,0.345,0.378,88.2,5,6.2,
Maile, Luke,571912,2018,0.213,0.332,0.31,0.289,0.306,0.12,0.386,0.351,89.3,11.1,5.1,
Muncy, Max,571970,2018,0.257,0.542,0.407,0.397,0.389,0.285,0.524,0.51,90.3,18.3,16.9,
Murphy, John Ryan,571974,2018,0.187,0.364,0.265,0.257,0.231,0.177,0.367,0.356,87,22.3,10,
Myers, Wil,571976,2018,0.276,0.453,0.328,0.342,0.338,0.177,0.42,0.444,90.5,9.4,7.3,
Owings, Chris,572008,2018,0.23,0.371,0.25,0.289,0.295,0.14,0.294,0.352,87.8,13.4,5.8,
Piscotty, Stephen,572039,2018,0.268,0.492,0.351,0.356,0.332,0.224,0.399,0.407,88.5,13.2,9.6,
Pollock, AJ,572041,2018,0.249,0.468,0.338,0.334,0.311,0.219,0.402,0.397,89.2,13.5,10,
Rickard, Joey,572073,2018,0.21,0.33,0.309,0.265,0.268,0.12,0.375,0.312,85.2,18.3,3.8,
Seager, Kyle,572122,2018,0.246,0.411,0.288,0.305,0.297,0.164,0.34,0.365,89.8,18.5,5.6,
Taylor, Michael A.,572191,2018,0.21,0.335,0.28,0.269,0.273,0.125,0.369,0.353,88.5,8.1,6.3,
Zunino, Mike,572287,2018,0.206,0.419,0.288,0.297,0.265,0.214,0.425,0.442,89.5,18,13.8,
Carpenter, Matt,572761,2018,0.267,0.542,0.375,0.391,0.385,0.276,0.45,0.476,90.7,21.6,13.7,
Dickerson, Corey,572816,2018,0.283,0.45,0.341,0.33,0.317,0.167,0.387,0.374,87.9,15.1,6.1,
Dozier, Brian,572821,2018,0.204,0.343,0.304,0.288,0.299,0.138,0.329,0.306,86.8,17.5,6.3,
Contreras, Willson,575929,2018,0.218,0.361,0.321,0.303,0.314,0.144,0.363,0.336,88.2,8,7.3,
Gyorko, Jedd,576397,2018,0.228,0.397,0.333,0.316,0.318,0.17,0.364,0.341,87.3,15.2,7.6,
Iglesias, Jose,578428,2018,0.249,0.334,0.304,0.28,0.292,0.086,0.313,0.284,84.8,12.1,1.3,
Travis, Devon,581527,2018,0.264,0.404,0.283,0.31,0.305,0.14,0.317,0.352,88.4,7.8,5.1,
Hechavarria, Adeiny,588751,2018,0.247,0.344,0.268,0.275,0.282,0.098,0.307,0.317,87.2,13.6,2.4,
Austin, Tyler,592122,2018,0.232,0.492,0.325,0.336,0.292,0.26,0.477,0.498,89,15.1,15.8,
Bryant, Kris,592178,2018,0.248,0.438,0.359,0.347,0.356,0.19,0.423,0.405,85.8,17.8,9.1,
Canha, Mark,592192,2018,0.25,0.448,0.334,0.338,0.331,0.198,0.386,0.392,87,15.5,9,
Castellanos, Nick,592206,2018,0.296,0.525,0.363,0.374,0.353,0.229,0.444,0.46,89.6,15.2,11.2,
DeShields, Delino,592261,2018,0.194,0.257,0.271,0.259,0.295,0.063,0.284,0.266,84.3,7.9,1.1,
Gamel, Ben,592325,2018,0.253,0.348,0.323,0.311,0.342,0.095,0.359,0.342,88.7,7.2,3,
Goodrum, Niko,592348,2018,0.233,0.404,0.322,0.311,0.305,0.171,0.405,0.387,88,11.1,8,
Healy, Ryon,592387,2018,0.258,0.442,0.296,0.322,0.3,0.184,0.354,0.389,89.6,12.3,7.1,
Jones, JaCoby,592444,2018,0.229,0.359,0.274,0.289,0.289,0.129,0.357,0.383,88.8,12.7,5.9,
Judge, Aaron,592450,2018,0.273,0.527,0.391,0.393,0.389,0.254,0.528,0.532,94.7,12.4,16.2,
Machado, Manny,592518,2018,0.284,0.512,0.377,0.369,0.357,0.229,0.418,0.408,91.6,14.4,11.3,
Moran, Colin,592567,2018,0.265,0.413,0.322,0.327,0.333,0.148,0.357,0.363,88.2,10.7,5.3,
Pederson, Joc,592626,2018,0.239,0.443,0.354,0.329,0.316,0.204,0.406,0.371,91.5,15.8,8.3,
Realmuto, J.T.,592663,2018,0.271,0.472,0.353,0.351,0.337,0.201,0.407,0.404,88.9,14.5,9,
Renfroe, Hunter,592669,2018,0.24,0.463,0.338,0.325,0.296,0.223,0.425,0.405,89.9,18.4,12.4,
Rosario, Eddie,592696,2018,0.242,0.424,0.34,0.302,0.281,0.183,0.398,0.35,87.7,17.8,8.3,
Simmons, Andrelton,592743,2018,0.275,0.388,0.326,0.316,0.325,0.113,0.327,0.315,88.2,7.8,4.1,
Yelich, Christian,592885,2018,0.318,0.57,0.422,0.416,0.398,0.252,0.506,0.498,92.6,5,12.9,
Merrifield, Whit,593160,2018,0.281,0.428,0.349,0.343,0.35,0.147,0.383,0.375,87,16.9,4.6,
Bogaerts, Xander,593428,2018,0.277,0.493,0.373,0.363,0.352,0.215,0.42,0.406,90.6,12.6,9.8,
Bonifacio, Jorge,593528,2018,0.236,0.374,0.296,0.311,0.324,0.139,0.35,0.375,85.9,19.3,7.7,
Hanson, Alen,593700,2018,0.213,0.314,0.296,0.243,0.238,0.1,0.372,0.3,84.1,13.8,3.9,
Polanco, Jorge,593871,2018,0.25,0.362,0.336,0.301,0.314,0.112,0.382,0.335,85.8,17.8,3.7,
Sano, Miguel,593934,2018,0.172,0.357,0.295,0.273,0.26,0.185,0.436,0.401,90.3,12.6,11.1,
Herrera, Rosell,594011,2018,0.245,0.334,0.266,0.283,0.296,0.089,0.294,0.317,87.3,2.4,2.2,
Difo, Wilmer,594694,2018,0.238,0.328,0.28,0.281,0.307,0.09,0.305,0.306,83.1,12.8,2.4,
Calhoun, Kole,594777,2018,0.248,0.447,0.283,0.332,0.32,0.199,0.329,0.402,90.4,12.1,9.3,
Duvall, Adam,594807,2018,0.227,0.427,0.277,0.318,0.304,0.2,0.338,0.403,89,22.6,10.4,
Eaton, Adam,594809,2018,0.271,0.373,0.358,0.336,0.37,0.103,0.382,0.351,87.7,9,3.1,
Garcia, Greg,594824,2018,0.219,0.319,0.276,0.288,0.314,0.099,0.28,0.297,84.3,11.8,2.7,
Gattis, Evan,594828,2018,0.221,0.399,0.311,0.298,0.284,0.178,0.369,0.351,87.6,17.8,7.6,
Palka, Daniel,594953,2018,0.227,0.447,0.329,0.312,0.282,0.22,0.48,0.452,92.3,11.6,14.4,
Schebler, Scott,594988,2018,0.26,0.454,0.337,0.349,0.345,0.194,0.395,0.414,90.2,8.7,10.6,
Kiermaier, Kevin,595281,2018,0.213,0.313,0.282,0.269,0.284,0.1,0.338,0.319,86,7.5,4.5,
Knapp, Andrew,595284,2018,0.203,0.347,0.273,0.288,0.299,0.144,0.361,0.39,88.4,13.5,8.8,
Riddle, JT,595375,2018,0.245,0.373,0.282,0.291,0.292,0.127,0.328,0.341,87.6,7.9,5.3,
Alfaro, Jorge,595751,2018,0.228,0.401,0.314,0.298,0.293,0.173,0.473,0.446,91.7,8.4,10.6,
Profar, Jurickson,595777,2018,0.251,0.394,0.341,0.323,0.333,0.143,0.357,0.333,87.3,12.4,5,
Baez, Javier,595879,2018,0.267,0.504,0.366,0.344,0.306,0.237,0.485,0.455,90.6,9.6,12.6,
Bird, Greg,595885,2018,0.198,0.398,0.291,0.298,0.287,0.2,0.337,0.348,87.9,19.6,10.6,
Cave, Jake,595909,2018,0.256,0.48,0.332,0.34,0.309,0.225,0.479,0.493,89.2,10.5,14.5,
Hedges, Austin,595978,2018,0.205,0.347,0.301,0.262,0.258,0.142,0.394,0.335,85.6,16.1,6.5,
Lindor, Francisco,596019,2018,0.289,0.512,0.368,0.375,0.364,0.223,0.398,0.407,90.6,14.7,9.3,
Odor, Rougned,596059,2018,0.24,0.409,0.325,0.317,0.317,0.169,0.387,0.378,90.7,13.9,7.1,
Slater, Austin,596103,2018,0.209,0.277,0.287,0.264,0.298,0.068,0.367,0.327,87.3,2.6,2.3,
Story, Trevor,596115,2018,0.266,0.513,0.384,0.358,0.326,0.247,0.496,0.458,91,15.9,12.7,
Swihart, Blake,596119,2018,0.213,0.325,0.271,0.266,0.27,0.113,0.339,0.331,86,13.9,5.2,
Sanchez, Gary,596142,2018,0.221,0.468,0.304,0.343,0.323,0.247,0.345,0.409,90.3,14.2,13.9,
Kepler, Max,596146,2018,0.233,0.404,0.316,0.324,0.33,0.171,0.322,0.333,89.5,16.3,6.6,
Franco, Maikel,596748,2018,0.254,0.406,0.328,0.303,0.3,0.152,0.361,0.331,88,9.5,6.4,
Choi, Ji-Man,596847,2018,0.236,0.46,0.367,0.349,0.338,0.224,0.448,0.419,90.3,13.8,11.7,
Bradley Jr., Jackie,598265,2018,0.257,0.459,0.31,0.343,0.335,0.202,0.374,0.426,92.2,12.3,10.3,
Severino, Pedro,600474,2018,0.196,0.279,0.221,0.248,0.278,0.083,0.234,0.272,84,14.5,2.1,
Nunez, Renato,600524,2018,0.216,0.357,0.322,0.287,0.286,0.142,0.386,0.335,89,15.7,8.5,
Candelario, Jeimer,600869,2018,0.206,0.35,0.311,0.292,0.302,0.144,0.366,0.337,87.1,15.3,6,
Ahmed, Nick,605113,2018,0.24,0.373,0.3,0.292,0.295,0.133,0.341,0.331,86.9,11.9,5.1,
Anderson, Brian,605119,2018,0.261,0.407,0.333,0.334,0.347,0.147,0.366,0.367,90.2,8.7,5.8,
Barnes, Austin,605131,2018,0.184,0.256,0.281,0.265,0.316,0.071,0.32,0.293,87.6,5.6,3.7,
Bell, Josh,605137,2018,0.257,0.417,0.336,0.34,0.354,0.16,0.356,0.363,90.2,9.4,7,
Betts, Mookie,605141,2018,0.309,0.606,0.449,0.431,0.41,0.297,0.498,0.472,92.2,18.5,14.1,
Caratini, Victor,605170,2018,0.23,0.338,0.268,0.284,0.293,0.108,0.299,0.321,88.8,6.4,3.5,
Panik, Joe,605412,2018,0.281,0.378,0.28,0.316,0.334,0.098,0.273,0.315,86.6,9.9,2.7,
Smith, Mallex,605480,2018,0.255,0.339,0.339,0.302,0.331,0.084,0.375,0.323,85.8,3.7,1.5,
Spangenberg, Cory,605486,2018,0.22,0.357,0.29,0.286,0.286,0.137,0.399,0.393,88.4,8.2,5.7,
Arcia, Orlando,606115,2018,0.211,0.285,0.253,0.238,0.246,0.074,0.311,0.29,86.3,4,2.3,
Hernandez, Teoscar,606192,2018,0.234,0.498,0.328,0.341,0.299,0.263,0.447,0.468,91.8,17,15.5,
Peraza, Jose,606299,2018,0.273,0.383,0.319,0.304,0.314,0.11,0.339,0.322,85.8,15,2.5,
Marte, Ketel,606466,2018,0.257,0.394,0.33,0.32,0.33,0.137,0.345,0.332,88.8,5.8,5,
Nimmo, Brandon,607043,2018,0.241,0.398,0.385,0.353,0.386,0.156,0.463,0.405,89.9,10.7,6.5,
Peterson, Jace,607054,2018,0.209,0.322,0.286,0.292,0.319,0.114,0.304,0.314,87.7,10.6,3.2,
Turner, Trea,607208,2018,0.273,0.415,0.331,0.335,0.347,0.142,0.365,0.371,89.1,9.3,5.8,
Pillar, Kevin,607680,2018,0.28,0.432,0.302,0.321,0.31,0.152,0.35,0.375,87.3,16.8,5.7,
Ramirez, Jose,608070,2018,0.261,0.47,0.391,0.365,0.382,0.209,0.395,0.359,89,19,8.3,
Bregman, Alex,608324,2018,0.267,0.464,0.396,0.369,0.38,0.196,0.4,0.363,89.4,16.8,7.6,
Gallo, Joey,608336,2018,0.231,0.544,0.343,0.371,0.334,0.313,0.499,0.553,94.3,21.9,22.5,
Russell, Addison,608365,2018,0.236,0.329,0.29,0.284,0.306,0.092,0.33,0.321,86.7,11.8,2.2,
Williams, Nick,608384,2018,0.274,0.454,0.324,0.346,0.341,0.18,0.397,0.43,88.8,10.6,6.8,
Winker, Jesse,608385,2018,0.275,0.452,0.366,0.366,0.387,0.177,0.372,0.372,90.9,13.6,6.3,
Mazara, Nomar,608577,2018,0.258,0.443,0.324,0.333,0.32,0.185,0.382,0.395,90.5,5.3,8.5,
Guzman, Ronald,608597,2018,0.223,0.358,0.312,0.289,0.295,0.135,0.399,0.362,86.6,14.1,6.4,
Field, Johnny,608654,2018,0.186,0.314,0.281,0.237,0.223,0.128,0.388,0.322,86.7,14.2,5.3,
Jankowski, Travis,608671,2018,0.235,0.286,0.303,0.276,0.313,0.051,0.329,0.293,85.6,3.3,0.7,
Plawecki, Kevin,608700,2018,0.22,0.351,0.302,0.303,0.326,0.13,0.335,0.338,86.9,11.5,4.6,
